temperature,humidity,ph,ec,label,ec_source,source_dataset
15.83,76.52,6.39,0.16,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.43,81.36,5.18,0.608,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.77,70.99,5.44,0.89,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.32,71.57,6.1,0.696,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.62,78.32,5.16,0.721,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.76,66.71,6.23,0.842,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.63,80.28,5.69,0.359,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.37,77.8,5.66,0.183,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.23,72.63,5.0,0.55,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.09,71.63,5.07,0.373,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.76,73.93,5.15,0.603,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.42,77.24,5.44,0.877,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.86,75.07,5.12,1.083,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.67,75.21,5.94,0.662,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.58,78.33,5.19,0.761,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.84,80.93,5.84,0.439,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.71,76.11,5.66,0.365,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.95,74.42,5.37,0.833,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.08,81.66,4.94,0.252,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.01,75.96,5.39,0.93,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.49,71.62,6.11,0.622,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.98,73.26,5.86,0.442,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.33,70.9,5.48,0.489,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.57,78.92,5.23,0.902,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.53,74.93,6.31,0.81,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.19,81.2,6.2,1.073,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.11,73.35,6.02,0.31,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.97,78.63,5.06,0.274,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.73,73.95,5.75,0.867,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.27,76.25,6.36,0.764,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
14.86,68.92,5.82,0.276,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.34,72.38,6.01,1.108,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.54,74.78,5.17,0.592,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.47,74.91,5.13,0.551,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.16,77.77,5.62,1.089,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.76,78.43,5.65,1.198,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.22,82.24,6.45,1.043,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.46,76.2,6.19,0.35,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.48,74.1,5.14,0.805,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.0,69.81,5.27,0.796,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.3,73.32,5.83,1.01,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.25,73.52,5.04,0.337,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.41,73.73,5.68,0.201,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.74,74.87,6.15,1.211,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.8,73.27,6.27,0.936,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.66,74.86,5.07,0.333,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
14.85,74.04,5.87,0.508,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.68,76.88,6.04,1.083,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.85,72.01,6.27,0.53,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.21,78.61,5.54,0.631,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.79,78.42,5.83,0.01,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.4,72.83,5.29,1.088,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
22.51,73.77,5.77,0.594,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
22.18,77.28,5.84,0.906,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.9,75.32,6.39,0.282,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.45,75.28,5.4,1.253,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.28,76.83,5.2,0.327,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.5,78.2,5.64,0.603,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.48,72.14,5.07,0.711,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.26,72.41,6.03,0.325,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.82,73.19,6.6,0.416,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.74,70.78,5.5,1.049,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.3,72.74,5.85,0.877,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.22,73.64,5.85,0.854,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.01,75.39,6.04,0.481,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.45,75.8,5.85,0.701,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.23,70.54,5.64,0.56,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.04,78.2,5.29,1.116,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.54,71.18,5.87,0.751,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.73,74.36,5.55,0.599,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.9,80.77,5.21,1.131,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.18,73.58,4.88,0.396,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.75,70.58,5.86,0.721,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.59,70.83,6.16,0.575,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.67,75.11,5.41,0.922,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.81,69.05,6.28,1.225,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.58,72.55,5.12,1.116,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
22.41,73.31,5.63,0.604,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.12,79.64,6.07,0.61,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.29,74.49,6.51,0.988,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.57,78.01,5.51,0.821,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.69,72.33,5.58,0.355,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.49,81.55,5.7,0.837,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.29,73.58,6.04,0.526,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.89,78.97,5.49,1.153,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
14.55,71.11,6.29,0.566,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.99,69.04,6.18,1.005,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.06,71.5,5.04,0.465,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.34,77.02,5.33,0.95,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.73,75.78,5.09,1.09,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.53,73.22,5.87,1.136,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.74,72.53,6.01,0.317,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.25,72.85,5.28,0.874,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.52,73.7,5.76,0.342,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.1,83.25,5.7,0.917,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.58,72.82,5.83,1.1,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.82,76.88,6.5,0.299,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.43,76.86,6.0,0.186,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.72,75.01,5.32,0.784,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.12,79.05,6.39,0.244,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.37,77.3,5.6,1.17,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.41,74.01,6.31,0.652,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.02,82.04,5.18,0.356,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.5,77.7,6.39,0.734,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.54,73.97,5.89,0.621,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.3,78.34,6.28,0.401,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.7,79.08,6.13,1.2,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.79,70.77,5.59,0.772,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.6,75.42,4.99,0.451,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.22,72.9,6.31,0.447,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.47,75.79,6.34,0.789,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.93,81.07,5.06,0.976,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.05,76.9,5.36,1.119,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.09,70.95,5.27,0.634,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.37,76.29,6.19,0.832,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.45,77.25,5.92,0.309,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.15,72.66,5.53,0.614,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.55,78.38,5.52,0.687,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.93,73.41,5.5,0.356,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.46,72.81,5.98,0.369,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.26,76.25,5.88,0.58,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.75,81.42,5.72,0.957,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.28,77.51,5.19,0.897,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.18,78.58,5.98,0.961,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.58,79.52,6.29,0.721,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.84,74.95,5.53,0.239,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
22.53,75.15,5.49,0.565,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.08,82.28,5.07,0.493,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.61,73.7,5.48,1.034,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.17,74.2,6.39,0.487,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.29,78.1,6.03,0.91,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.42,76.08,5.17,0.472,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.84,73.03,5.0,0.712,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.88,70.3,5.9,0.663,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.97,68.88,5.44,0.308,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.98,67.92,5.06,0.314,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.86,77.7,6.34,0.559,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.78,75.2,5.71,0.526,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.58,76.6,6.02,1.021,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.5,78.04,5.94,0.575,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.88,72.79,5.22,0.502,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.43,76.4,5.71,1.149,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
14.59,79.93,6.05,0.294,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.01,68.65,5.09,0.583,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.17,74.61,6.22,1.103,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.77,74.42,5.91,0.598,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.98,72.42,5.86,0.944,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
22.09,83.53,6.42,0.688,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.15,79.15,5.59,0.942,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.96,79.19,6.34,0.71,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.83,71.18,6.04,0.842,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.14,76.49,5.97,0.745,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
22.24,71.24,5.86,0.376,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.72,69.68,5.49,0.847,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.02,74.44,6.02,1.067,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.83,73.12,6.04,1.012,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.28,76.29,4.96,0.989,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.6,82.08,5.49,0.409,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.48,71.57,6.24,1.241,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.81,71.65,5.55,0.772,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.85,74.4,6.19,0.704,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
14.46,73.23,6.24,0.46,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.58,73.33,6.32,0.443,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.59,73.29,5.09,0.916,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.56,75.59,5.44,0.426,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.61,77.47,4.83,0.444,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.39,72.73,5.86,1.058,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.1,76.9,5.47,0.242,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.02,77.24,5.84,0.659,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.05,70.59,6.36,0.125,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.34,81.73,6.43,1.195,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.7,72.85,5.27,0.868,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.79,78.19,6.59,0.83,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.37,76.8,6.41,0.887,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.32,67.25,5.54,0.59,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.33,80.41,5.6,0.302,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.7,69.78,5.36,1.234,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
14.8,80.8,6.34,0.642,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.41,79.5,5.68,0.282,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.26,74.39,5.36,0.772,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.17,79.97,5.0,0.784,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.26,68.18,5.29,0.663,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.58,75.37,6.04,0.544,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.33,76.64,6.13,1.031,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.18,72.09,5.43,0.72,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.07,71.69,6.13,1.036,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.85,79.27,5.96,0.762,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.63,76.5,6.1,0.787,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.47,76.6,5.99,1.002,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.24,68.78,5.52,1.3,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
22.8,70.34,5.7,1.142,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.74,70.63,5.14,0.489,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.57,71.44,6.65,0.669,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.54,71.64,6.47,1.096,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.3,72.57,5.48,0.286,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.32,71.14,5.67,1.221,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.11,78.45,5.49,1.06,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.75,71.29,6.21,1.232,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
14.11,76.39,6.0,1.144,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.1,72.65,6.22,1.28,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.06,77.88,6.47,0.698,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.76,76.24,5.82,0.362,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.38,75.95,5.82,0.66,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
22.23,74.46,5.15,0.706,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
22.94,70.4,6.45,0.835,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.46,74.94,6.29,0.742,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.81,77.57,5.52,0.566,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.33,71.03,5.12,0.806,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.15,70.03,5.11,1.0,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.19,71.37,5.5,0.311,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.55,78.8,6.12,0.379,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.67,77.07,4.97,0.857,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.99,72.62,5.67,0.811,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.35,80.27,5.88,0.651,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.75,77.56,5.37,0.963,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
22.18,77.25,5.34,0.85,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.2,77.87,6.16,1.223,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.91,77.95,6.47,0.573,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.95,76.76,5.71,1.046,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.86,78.68,5.91,0.905,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.21,76.06,5.95,0.795,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.39,74.92,6.03,0.673,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.88,72.1,5.94,0.232,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.9,75.16,5.15,0.985,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.15,78.44,6.12,0.477,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.89,74.09,5.99,0.877,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.9,68.05,6.41,1.058,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.87,73.27,5.94,1.038,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.79,86.22,5.26,0.81,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.68,71.81,5.49,0.751,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.12,76.59,6.49,0.945,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.35,80.43,5.68,1.008,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.44,68.07,6.32,0.904,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.59,75.79,5.87,0.792,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.42,74.6,5.31,1.009,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.08,79.25,5.04,0.181,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.92,77.68,5.83,1.117,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.5,74.83,6.02,1.32,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.38,76.29,5.95,0.687,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.89,74.53,5.24,0.577,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.12,76.44,5.09,0.804,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.05,71.05,5.15,0.518,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
14.96,70.31,5.13,0.785,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.64,80.65,5.47,0.988,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.39,78.78,5.76,0.589,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.87,73.39,5.53,1.138,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
20.84,75.58,6.05,0.357,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.05,77.72,5.3,1.005,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.24,69.19,6.46,0.868,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.82,76.03,5.94,0.847,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
19.81,80.45,6.46,0.628,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
15.36,76.56,5.17,0.563,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.2,74.04,5.28,0.174,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
22.18,77.58,6.38,0.711,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.77,78.35,5.66,0.358,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
17.24,73.54,6.44,0.24,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
14.98,68.5,5.66,0.603,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
16.23,72.71,5.37,0.338,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
21.89,74.21,5.51,0.997,Carotte,synthetic_catalog,ml_model.rules.crop_catalog
18.5,72.25,5.16,1.597,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
16.99,81.7,5.45,1.595,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
18.52,69.65,5.86,0.244,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
19.7,73.03,5.94,1.44,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
22.02,70.32,6.23,0.107,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
16.45,73.98,6.38,1.337,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
17.67,71.24,6.12,0.629,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
19.68,80.06,5.14,1.287,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
16.15,71.37,5.76,0.522,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
16.31,69.95,5.03,0.33,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
14.74,71.93,5.2,1.339,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
15.71,73.89,5.67,0.662,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
19.81,78.26,5.04,0.793,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
20.38,71.92,5.63,1.573,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
21.14,79.07,6.26,0.509,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
22.21,79.84,5.3,0.54,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
21.01,74.73,5.46,0.756,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
17.24,79.96,5.78,0.429,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
15.01,71.64,4.97,0.404,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
15.71,74.31,5.61,1.537,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
18.77,71.72,5.58,1.312,Pomme de terre,synthetic_catalog,ml_model.rules.crop_catalog
